,BILL NO.,DATE,PRODUCT NAME,IT group,BRAND,DESING,COLOR,SIZE,QTY.,RATE,DIS. AMT.,SALE AMT.,PURCH AMT.,PURCH PARTY,year,month,day,item_type
1361,G634,2019-05-31,M.TRUNK,M.TRUNK,SAJANI,SLCD,ASTD,90,1.0,80.0,5.25,74.75,73.15,SANDIP HOSIERY INDUSTRIES,2019,5,31,male
1362,G635,2019-05-31,M.BRIEF,M.BRIEF,AMUL MACHO,P.M.TRUNK,ASTD,90,1.0,80.0,5.0,75.0,84.0,GAYATRI HOSIERY TRADERS,2019,5,31,male
1363,G636,2019-05-31,PERFUME,PERFUME,LIA,AIR,-,-,1.0,110.0,0.0,110.0,75.0,SHREE GAYATRI SALES AGENCY,2019,5,31,other
1364,G636,2019-05-31,PERFUME,PERFUME,METRON,BLACK L,-,-,1.0,200.0,0.0,200.0,160.0,VEER MARKETING,2019,5,31,other
1365,G636,2019-05-31,PERFUME,PERFUME,VANESA,DEO,WOMEN,-,1.0,160.0,0.0,160.0,142.87,SITARAM COSMETIC,2019,5,31,other
1366,G637,2019-05-31,M.CAPRI,M.CAPRI,KANCHIRO,CAPRI,ASTD,L-XXL,1.0,750.0,37.5,712.5,493.76,M.G. GARMENT,2019,5,31,male
1367,G637,2019-05-31,M.TSHIRT,M.TSHIRT,NEVA,VMC101,ASTD,XL,1.0,329.0,32.9,296.1,218.0,MANAV CORPORATION,2019,5,31,male
1368,G638,2019-05-31,M.TRACKPANT,M.TRACKPANT,SAJANI,DD TRACK,ASTD,40,1.0,455.0,22.75,432.25,356.92,SANDIP HOSIERY INDUSTRIES,2019,5,31,male
1369,G639,2019-05-31,M.BRIEF,M.BRIEF,EURO,MICRA BRIEF,ASTD,S-XLL,1.0,95.0,4.75,90.25,71.0,MARUTI HOSIERY,2019,5,31,male
1370,G640,2019-05-31,M.TRACKPANT,M.TRACKPANT,IMPORTED,TRACK,ASTD,XXL,1.0,550.0,27.5,522.5,346.5,WELCOME HOSIERY,2019,5,31,male
1371,G641,2019-05-31,M.TSHIRT,M.TSHIRT,UCB,666,ASTD,XL,1.0,549.0,79.6,469.4,376.46,SK ENTERPRISE,2019,5,31,male
1372,G641,2019-05-31,M.TSHIRT,M.TSHIRT,UCB,666,ASTD,XL,1.0,549.0,79.61,469.39,376.46,SK ENTERPRISE,2019,5,31,male
1373,G642,2019-06-01,M.BRIEF,M.BRIEF,ZOIRO,2012,ASTD,L,1.0,185.0,9.25,175.75,135.04,V3 ENTERPRISE,2019,6,1,male
1374,G642,2019-06-01,M.TRUNK,M.TRUNK,ZOIRO,TRUNK,ASTD,L,1.0,185.0,9.25,175.75,135.04,V3 ENTERPRISE,2019,6,1,male
1375,G643,2019-06-01,G.NIGHTSUIT,G.NIGHTSUIT,DFL,5356,ASTD,10,1.0,745.0,37.25,707.75,465.0,DFL CLOTHING COMPANY,2019,6,1,girl
1376,G643,2019-06-01,B.NIGHTSUIT,B.NIGHTSUIT,NAVKAR,-,ASTD,04,1.0,525.0,26.25,498.75,340.0,NAVKAR GARMENTS,2019,6,1,boy
1377,G643,2019-06-01,G.NIGHTSUIT,G.NIGHTSUIT,NAVKAR,3087,ASTD,04,1.0,660.0,33.0,627.0,425.0,NAVKAR GARMENTS,2019,6,1,girl
1378,G644,2019-06-01,L.CAPRI,L.CAPRI,SWEET DREAM,118,ASTD,M,1.0,399.0,19.95,379.05,273.59,OM MARKETING,2019,6,1,female
1379,G645,2019-06-01,M.BRIEF,M.BRIEF,FRENCHIE,PRO,ASTD,85,1.0,123.0,6.15,116.85,85.26,GAYATRI SALES,2019,6,1,male
1380,G646,2019-06-01,B.TRACK,B.TRACK,MG,TRACK,ASTD,34-40,1.0,499.0,24.95,474.05,357.0,M.G. GARMENT,2019,6,1,boy
1381,G646,2019-06-01,M.TSHIRT,M.TSHIRT,NEVA,VMC101,ASTD,S,1.0,315.0,31.5,283.5,199.68,MANAV CORPORATION,2019,6,1,male
1382,G646,2019-06-01,M.TSHIRT,M.TSHIRT,NEVA,VMC101,ASTD,M,1.0,315.0,31.5,283.5,199.68,MANAV CORPORATION,2019,6,1,male
1383,G646,2019-06-01,L.NIGHTSUIT,L.NIGHTSUIT,R.K,1322,ASTD,M,1.0,700.0,35.0,665.0,450.0,RADHA KRISHNA SALES,2019,6,1,female
1384,G646,2019-06-01,M.CAPRI,M.CAPRI,RUNBUDDY,700,ASTD,M,1.0,599.0,29.95,569.05,417.9,SHREE AAIJI MARKETING,2019,6,1,male
1385,G647,2019-06-01,L.BRA,L.BRA,LAIKA,VEGA PAD,ASTD,30,1.0,390.0,19.5,370.5,256.2,OM MARKETING,2019,6,1,female
1386,G648,2019-06-02,M.TRUNK,M.TRUNK,AMUL MACHO,PLAIN,ASTD,85,1.0,105.0,5.25,99.75,88.0,GAYATRI HOSIERY TRADERS,2019,6,2,male
1387,G648,2019-06-02,M.TRUNK,M.TRUNK,AMUL MACHO,PLAIN,ASTD,85,1.0,105.0,5.25,99.75,88.0,GAYATRI HOSIERY TRADERS,2019,6,2,male
1388,G649,2019-06-02,M.BOXER,M.BOXER,RUNBUDDY,5019,ASTD,XXL,1.0,399.0,38.9,360.1,278.25,SHREE AAIJI MARKETING,2019,6,2,male
1389,G650,2019-06-02,M.BRIEF,M.BRIEF,AMUL MACHO,OE,ASTD,90,1.0,85.0,4.25,80.75,68.0,GAYATRI HOSIERY TRADERS,2019,6,2,male
1390,G651,2019-06-02,L.CAPRI,L.CAPRI,FLORET,CAPRI,ASTD,XL,1.0,650.0,63.38,586.62,454.65,SHREE AAIJI MARKETING,2019,6,2,female
1391,G651,2019-06-02,L.TSHIRT,L.TSHIRT,NEVA,TWC173,ASTD,XL,1.0,559.0,81.05,477.95,373.01,H.P.TRADERS,2019,6,2,female
1392,G652,2019-06-02,B.BRIEF,B.BRIEF,BODYCARE,852,ASTD,75,1.0,297.0,14.85,282.15,208.94,MAHEK CREATION,2019,6,2,boy
1393,G653,2019-06-03,L.TSHIRT,L.TSHIRT,JOCKEY,UL02-01,ASTD,M,1.0,499.0,24.95,474.05,351.41,SAI MARKETING,2019,6,3,female
1394,G653,2019-06-03,L.NIGHTSUIT,L.NIGHTSUIT,R.K,9432,ASTD,M,1.0,690.0,34.5,655.5,440.0,RADHA KRISHNA SALES,2019,6,3,female
1395,G654,2019-06-03,M.BOXER,M.BOXER,U.S.POLO,I021,ASTD,S,1.0,649.0,32.45,616.55,482.01,VANKAWALA AGENCIES,2019,6,3,male
1396,G655,2019-06-03,M.VEST,M.VEST,AMUL COMFY,VEST RN,ASTD,90,1.0,70.0,3.5,66.5,46.73,GAYATRI HOSIERY TRADERS,2019,6,3,male
1397,G655,2019-06-03,M.VEST,M.VEST,AMUL COMFY,VEST RN,ASTD,95,1.0,85.0,4.25,80.75,56.18,GAYATRI HOSIERY TRADERS,2019,6,3,male
1398,G655,2019-06-03,M.TRUNK,M.TRUNK,SAJANI,SLCD,ASTD,95,1.0,110.0,5.5,104.5,79.8,SANDIP HOSIERY INDUSTRIES,2019,6,3,male
1399,G656,2019-06-03,M.BRIEF,M.BRIEF,AMUL MACHO,P.TRUNK,ASTD,90,1.0,105.0,5.25,99.75,93.45,GAYATRI HOSIERY TRADERS,2019,6,3,male
1400,G656,2019-06-03,M.BRIEF,M.BRIEF,AMUL MACHO,P.TRUNK,ASTD,90,1.0,105.0,5.25,99.75,93.45,GAYATRI HOSIERY TRADERS,2019,6,3,male
1401,G657,2019-06-03,L.TSHIRT,L.TSHIRT,JOCKEY,UL02-01,ASTD,S,1.0,499.0,24.95,474.05,351.41,SAI MARKETING,2019,6,3,female
1402,G657,2019-06-03,M.TRUNK,M.TRUNK,JOCKEY,8037,ASTD,M,1.0,150.0,7.5,142.5,108.63,AMI ENTERPRISE,2019,6,3,male
1403,G657,2019-06-03,M.TRUNK,M.TRUNK,JOCKEY,8037,ASTD,M,1.0,150.0,7.5,142.5,108.63,AMI ENTERPRISE,2019,6,3,male
1404,G657,2019-06-03,L.TRACKPANT,L.TRACKPANT,NEVA,LWF022,ASTD,M,1.0,669.0,66.9,602.1,446.01,H.P.TRADERS,2019,6,3,female
1405,G657,2019-06-03,M.TSHIRT,M.TSHIRT,UCB,666,ASTD,L,1.0,549.0,27.45,521.55,376.46,SK ENTERPRISE,2019,6,3,male
1406,G657,2019-06-03,M.TSHIRT,M.TSHIRT,VANHEUSEN,60021,ASTD,M,1.0,459.0,22.95,436.05,321.3,HR FASHION,2019,6,3,male
1407,G658,2019-06-03,L.TSHIRT,L.TSHIRT,FORMAL GIRL,TSHIRT,ASTD,XL,1.0,370.0,18.5,351.5,246.75,M.G. GARMENT,2019,6,3,female
1408,G658,2019-06-03,SOCKS,SOCKS,JOCKEY,7091,ASTD,FREE,1.0,109.0,5.45,103.55,76.77,MATANGI MARKETING,2019,6,3,other
1409,G658,2019-06-03,L.TSHIRT,L.TSHIRT,NEVA,TWC173,ASTD,XXL,1.0,589.0,58.9,530.1,393.0,H.P.TRADERS,2019,6,3,female
1410,G658,2019-06-03,SOCKS,SOCKS,NOVELTY,SOCKS,ASTD,FREE,1.0,45.0,0.0,45.0,29.0,MARUTI HOSIERY,2019,6,3,other
1411,G659,2019-06-03,M.TSHIRT,M.TSHIRT,UCB,666,ASTD,L,1.0,549.0,131.76,417.24,376.46,SK ENTERPRISE,2019,6,3,male
1412,G660,2019-06-03,M.BRIEF,M.BRIEF,AMUL MACHO,P.M.TRUNK,ASTD,90,1.0,100.0,5.0,95.0,84.0,GAYATRI HOSIERY TRADERS,2019,6,3,male
1413,G660,2019-06-03,M.BRIEF,M.BRIEF,AMUL MACHO,P.M.TRUNK,ASTD,90,1.0,100.0,5.0,95.0,84.0,GAYATRI HOSIERY TRADERS,2019,6,3,male
1414,G660,2019-06-03,M.BRIEF,M.BRIEF,AMUL MACHO,P.TRUNK,ASTD,90,-1.0,105.0,-5.25,-99.75,-93.45,GAYATRI HOSIERY TRADERS,2019,6,3,male
1415,G660,2019-06-03,M.BRIEF,M.BRIEF,AMUL MACHO,P.TRUNK,ASTD,90,-1.0,105.0,-5.25,-99.75,-93.45,GAYATRI HOSIERY TRADERS,2019,6,3,male
1416,G661,2019-06-04,L.BRIEF,L.BRIEF,SAJANI,SILVER,ASTD,90,1.0,95.0,4.75,90.25,60.81,SANDIP HOSIERY INDUSTRIES,2019,6,4,female
1417,G661,2019-06-04,L.BRIEF,L.BRIEF,SAJANI,SILVER,ASTD,90,1.0,95.0,4.75,90.25,60.81,SANDIP HOSIERY INDUSTRIES,2019,6,4,female
1418,G662,2019-06-04,L.TSHIRT,L.TSHIRT,NEVA,VLC003,ASTD,XXL,1.0,339.0,33.9,305.1,226.44,H.P.TRADERS,2019,6,4,female
1419,G662,2019-06-04,L.NIGHTY,L.NIGHTY,SAJANI,MEDIUM,ASTD,L,1.0,590.0,29.5,560.5,464.81,SANDIP HOSIERY INDUSTRIES,2019,6,4,female
1420,G662,2019-06-04,L.CAPRI,L.CAPRI,SWEET DREAM,118,ASTD,XXL,1.0,424.0,21.2,402.8,290.73,OM MARKETING,2019,6,4,female
1421,G663,2019-06-04,M.TSHIRT,M.TSHIRT,C.CANDY,TSHIRT,ASTD,L,1.0,210.0,10.5,199.5,120.75,WELCOME HOSIERY,2019,6,4,male
1422,G664,2019-06-04,B.NIGHTSUIT,B.NIGHTSUIT,COST,CAPRI,ASTD,70,1.0,420.0,21.0,399.0,304.5,M.G. GARMENT,2019,6,4,boy
1423,G665,2019-06-04,M.SPORT VEST,M.SPORT VEST,U.S.POLO,I555,ASTD,M,1.0,479.0,23.95,455.05,337.31,VANKAWALA AGENCIES,2019,6,4,male
1424,G666,2019-06-04,B.BRIEF,B.BRIEF,AMUL MACHO,BRIEF,ASTD,75,1.0,80.0,4.0,76.0,60.9,GAYATRI HOSIERY TRADERS,2019,6,4,boy
1425,G667,2019-06-04,M.TRUNK,M.TRUNK,SAJANI,CD,ASTD,90,1.0,85.0,4.25,80.75,62.71,SANDIP HOSIERY INDUSTRIES,2019,6,4,male
1426,G668,2019-06-05,B.BRIEF,B.BRIEF,AMUL MACHO,BRIEF,ASTD,70,1.0,70.0,3.5,66.5,54.6,GAYATRI HOSIERY TRADERS,2019,6,5,boy
1427,G668,2019-06-05,B.BRIEF,B.BRIEF,AMUL MACHO,BRIEF,ASTD,70,1.0,70.0,3.5,66.5,54.6,GAYATRI HOSIERY TRADERS,2019,6,5,boy
1428,G668,2019-06-05,L.BRA,L.BRA,SAJANI,MOULD,ASTD,34,1.0,125.0,6.25,118.75,95.0,SANDIP HOSIERY INDUSTRIES,2019,6,5,female
1429,G668,2019-06-05,L.BRA,L.BRA,SAJANI,OPAL,ASTD,34,1.0,125.0,6.25,118.75,95.0,SANDIP HOSIERY INDUSTRIES,2019,6,5,female
1430,G668,2019-06-05,L.BRIEF,L.BRIEF,VIP,DESIGNER,ASTD,85,1.0,240.0,12.0,228.0,160.8,GAYATRI SALES,2019,6,5,female
1431,G669,2019-06-05,M.CAPRI,M.CAPRI,REMINES,CAPRI,ASTD,L-XXL,1.0,650.0,32.5,617.5,428.93,M.G. GARMENT,2019,6,5,male
1432,G670,2019-06-05,M.TSHIRT,M.TSHIRT,U.S.POLO,I633,ASTD,L,1.0,499.0,24.95,474.05,370.61,VANKAWALA AGENCIES,2019,6,5,male
1433,G671,2019-06-05,M.VEST,M.VEST,FRENCHIE,ELITE,ASTD,95,1.0,118.0,5.9,112.1,81.9,GAYATRI SALES,2019,6,5,male
1434,G671,2019-06-05,M.VEST,M.VEST,FRENCHIE,ELITE,ASTD,95,1.0,118.0,5.9,112.1,81.9,GAYATRI SALES,2019,6,5,male
1435,G671,2019-06-05,M.TRUNK,M.TRUNK,VIP,ULTIMA,ASTD,95,1.0,137.0,6.85,130.15,95.66,GAYATRI SALES,2019,6,5,male
1436,G671,2019-06-05,M.TRUNK,M.TRUNK,VIP,ULTIMA,ASTD,95,1.0,137.0,6.85,130.15,95.66,GAYATRI SALES,2019,6,5,male
1437,G672,2019-06-05,L.NIGHTSUIT,L.NIGHTSUIT,R.K,9499,ASTD,XL,1.0,730.0,36.5,693.5,470.0,RADHA KRISHNA SALES,2019,6,5,female
1438,G673,2019-06-05,SOCKS,SOCKS,JOCKEY,7051,ASTD,FREE,1.0,109.0,5.45,103.55,76.77,MATANGI MARKETING,2019,6,5,other
1439,G673,2019-06-05,SOCKS,SOCKS,JOCKEY,7091,ASTD,FREE,1.0,109.0,5.45,103.55,76.77,MATANGI MARKETING,2019,6,5,other
1440,G673,2019-06-05,SOCKS,SOCKS,NOVELTY,SOCKS,ASTD,FREE,1.0,45.0,0.0,45.0,29.0,MARUTI HOSIERY,2019,6,5,other
1441,G673,2019-06-05,SOCKS,SOCKS,NOVELTY,SOCKS,ASTD,FREE,1.0,50.0,0.0,50.0,34.0,MARUTI HOSIERY,2019,6,5,other
1442,G674,2019-06-05,M.BRIEF,M.BRIEF,FRENCHIE,PRO,ASTD,85,1.0,123.0,6.15,116.85,85.26,GAYATRI SALES,2019,6,5,male
1443,G674,2019-06-05,M.BRIEF,M.BRIEF,FRENCHIE,PRO,ASTD,90,1.0,123.0,6.15,116.85,85.26,GAYATRI SALES,2019,6,5,male
1444,G675,2019-06-05,B.NIGHTSUIT,B.NIGHTSUIT,COST,FULL,ASTD,10,1.0,440.0,22.0,418.0,325.5,M.G. GARMENT,2019,6,5,boy
1445,G675,2019-06-05,L.NIGHTY,L.NIGHTY,R.K,5048,ASTD,XL,1.0,730.0,36.5,693.5,567.0,RADHA KRISHNA SALES,2019,6,5,female
1446,G675,2019-06-05,M.BRIEF,M.BRIEF,U.S.POLO,I640,ASTD,M,1.0,175.0,8.75,166.25,129.6,VANKAWALA AGENCIES,2019,6,5,male
1447,G675,2019-06-05,M.BRIEF,M.BRIEF,U.S.POLO,I640,ASTD,M,1.0,175.0,8.75,166.25,129.6,VANKAWALA AGENCIES,2019,6,5,male
1448,G676,2019-06-05,M.TSHIRT,M.TSHIRT,NEVA,VMC101,ASTD,L,1.0,315.0,31.5,283.5,199.68,MANAV CORPORATION,2019,6,5,male
1449,G677,2019-06-06,M.TSHIRT,M.TSHIRT,NEVA,VMC101,ASTD,M,1.0,314.0,31.4,282.6,209.66,MANAV CORPORATION,2019,6,6,male
1450,G677,2019-06-06,SOCKS,SOCKS,SUPERSOX,ANKLE,ASTD,FREE,1.0,110.0,11.0,99.0,71.49,V3 ENTERPRISE,2019,6,6,other
1451,G677,2019-06-06,SOCKS,SOCKS,SUPERSOX,ANKLE,ASTD,FREE,1.0,110.0,11.0,99.0,71.49,V3 ENTERPRISE,2019,6,6,other
1452,G678,2019-06-06,M.TSHIRT,M.TSHIRT,C.CANDY,TSHIRT,ASTD,XXL,1.0,230.0,11.5,218.5,131.25,WELCOME HOSIERY,2019,6,6,male
1453,G679,2019-06-06,L.NIGHTSUIT,L.NIGHTSUIT,R.K,1306,ASTD,M,1.0,680.0,34.0,646.0,472.5,RADHA KRISHNA SALES,2019,6,6,female
1454,G680,2019-06-06,M.BRIEF,M.BRIEF,AMUL MACHO,OE,ASTD,85,1.0,85.0,4.25,80.75,68.0,GAYATRI HOSIERY TRADERS,2019,6,6,male
1455,G680,2019-06-06,M.BRIEF,M.BRIEF,AMUL MACHO,OE,ASTD,85,1.0,85.0,4.25,80.75,68.0,GAYATRI HOSIERY TRADERS,2019,6,6,male
1456,G681,2019-06-06,M.BOXER,M.BOXER,VANHEUSEN,BOXER,ASTD,M,1.0,479.0,23.95,455.05,342.14,RIVA FASHION,2019,6,6,male
1457,G682,2019-06-06,M.BOXER,M.BOXER,RUNBUDDY,5019,ASTD,XXL,1.0,399.0,19.95,379.05,278.25,SHREE AAIJI MARKETING,2019,6,6,male
1458,G683,2019-06-06,L.TSHIRT,L.TSHIRT,FORMAL GIRL,TSHIRT,ASTD,XL,1.0,330.0,16.5,313.5,215.0,SHREE M.G. GARMENT,2019,6,6,female
1459,G683,2019-06-06,M.CAPRI,M.CAPRI,KANCHIRO,CAPRI,ASTD,L-XXL,1.0,750.0,37.5,712.5,538.65,M.G. GARMENT,2019,6,6,male
1460,G683,2019-06-06,L.TRACKPANT,L.TRACKPANT,NEVA,LWF022,ASTD,L,1.0,669.0,66.9,602.1,446.01,H.P.TRADERS,2019,6,6,female
1461,G683,2019-06-06,M.TSHIRT,M.TSHIRT,NEVA,VMC101,ASTD,S,1.0,314.0,31.4,282.6,209.66,MANAV CORPORATION,2019,6,6,male
1462,G683,2019-06-06,L.NIGHTSUIT,L.NIGHTSUIT,R.K,9432,ASTD,M,-1.0,690.0,-34.5,-655.5,-440.0,RADHA KRISHNA SALES,2019,6,6,female
1463,G683,2019-06-06,M.BRIEF,M.BRIEF,U.S.POLO,I006,ASTD,L,1.0,199.0,9.95,189.05,147.8,VANKAWALA AGENCIES,2019,6,6,male
1464,G684,2019-06-06,PERFUME,PERFUME,DENVER,DEO,-,-,1.0,225.0,0.0,225.0,86.67,SITARAM COSMETIC,2019,6,6,other
1465,G684,2019-06-06,L.TSHIRT,L.TSHIRT,NEVA,TWC173,ASTD,XXL,-1.0,589.0,-58.9,-530.1,-393.0,H.P.TRADERS,2019,6,6,female
1466,G684,2019-06-06,L.TSHIRT,L.TSHIRT,NISAR,TSHIRT,ASTD,XXL,1.0,235.0,11.75,223.25,155.0,SHREE M.G. GARMENT,2019,6,6,female
1467,G684,2019-06-06,M.TSHIRT,M.TSHIRT,UCB,666,ASTD,M,1.0,549.0,27.45,521.55,376.46,SK ENTERPRISE,2019,6,6,male
1468,G684,2019-06-06,PERFUME,PERFUME,YARDLEY,POCKET,NO,18ML,1.0,70.0,0.0,70.0,49.16,SITARAM COSMETIC,2019,6,6,other
1469,G685,2019-06-07,M.VEST,M.VEST,SAJANI,RN,ASTD,90,1.0,80.0,4.0,76.0,67.45,SANDIP HOSIERY INDUSTRIES,2019,6,7,male
1470,G685,2019-06-07,M.VEST,M.VEST,SAJANI,RN,ASTD,90,1.0,80.0,4.0,76.0,67.45,SANDIP HOSIERY INDUSTRIES,2019,6,7,male
1471,G686,2019-06-07,M.TSHIRT,M.TSHIRT,UCB,666,ASTD,L,-1.0,549.0,-27.45,-521.55,-376.46,SK ENTERPRISE,2019,6,7,male
1472,G686,2019-06-07,M.TSHIRT,M.TSHIRT,UCB,666,ASTD,XL,1.0,549.0,27.45,521.55,376.46,SK ENTERPRISE,2019,6,7,male
1473,G687,2019-06-07,M.TRACKPANT,M.TRACKPANT,KANCHIRO,TRACK,ASTD,3XL-5XL,1.0,900.0,87.75,812.25,668.33,M.G. GARMENT,2019,6,7,male
1474,G687,2019-06-07,M.BRIEF,M.BRIEF,ZOIRO,BRIEF,ASTD,M,1.0,155.0,15.11,139.89,112.78,V3 ENTERPRISE,2019,6,7,male
1475,G687,2019-06-07,M.BRIEF,M.BRIEF,ZOIRO,BRIEF,ASTD,M,1.0,155.0,15.12,139.88,112.78,V3 ENTERPRISE,2019,6,7,male
1476,G688,2019-06-07,L.TSHIRT,L.TSHIRT,NISAR,TSHIRT,ASTD,XXL,1.0,235.0,11.75,223.25,155.0,SHREE M.G. GARMENT,2019,6,7,female
1477,G689,2019-06-07,M.TRUNK,M.TRUNK,JOCKEY,8037,ASTD,M,1.0,150.0,7.5,142.5,108.63,AMI ENTERPRISE,2019,6,7,male
1478,G689,2019-06-07,M.TRUNK,M.TRUNK,JOCKEY,8037,ASTD,M,1.0,150.0,7.5,142.5,108.63,AMI ENTERPRISE,2019,6,7,male
1479,G689,2019-06-07,SOCKS,SOCKS,JOCKEY,7091,ASTD,FREE,1.0,109.0,5.45,103.55,76.77,MATANGI MARKETING,2019,6,7,other
1480,G689,2019-06-07,SOCKS,SOCKS,SUPERSOX,SOCKS,ASTD,FREE,1.0,115.0,11.5,103.5,78.49,V3 ENTERPRISE,2019,6,7,other
1481,G690,2019-06-07,M.BRIEF,M.BRIEF,U.S.POLO,I006,ASTD,L,1.0,199.0,9.95,189.05,147.8,VANKAWALA AGENCIES,2019,6,7,male
1482,G690,2019-06-07,M.BRIEF,M.BRIEF,U.S.POLO,I006,ASTD,L,1.0,199.0,9.95,189.05,147.8,VANKAWALA AGENCIES,2019,6,7,male
1483,G690,2019-06-07,M.TRUNK,M.TRUNK,U.S.POLO,I641,ASTD,M,1.0,239.0,11.95,227.05,177.5,VANKAWALA AGENCIES,2019,6,7,male
1484,G691,2019-06-07,M.BRIEF,M.BRIEF,U.S.POLO,I006,ASTD,L,1.0,199.0,9.95,189.05,147.8,VANKAWALA AGENCIES,2019,6,7,male
1485,G691,2019-06-07,M.BRIEF,M.BRIEF,U.S.POLO,I006,ASTD,L,1.0,199.0,9.95,189.05,147.8,VANKAWALA AGENCIES,2019,6,7,male
1486,G691,2019-06-07,M.BRIEF,M.BRIEF,UCB,P01,ASTD,L,1.0,349.0,17.45,331.55,239.32,SK ENTERPRISE,2019,6,7,male
1487,G692,2019-06-07,L.TSHIRT,L.TSHIRT,FUTURE,TSHIRT,ASTD,XXL,1.0,275.0,13.75,261.25,178.5,M.G. GARMENT,2019,6,7,female
1488,G692,2019-06-07,L.TSHIRT,L.TSHIRT,NISAR,TSHIRT,ASTD,XXL,-1.0,235.0,-11.75,-223.25,-155.0,SHREE M.G. GARMENT,2019,6,7,female
1489,G693,2019-06-07,M.TRUNK,M.TRUNK,U.S.POLO,I641,ASTD,M,1.0,239.0,11.95,227.05,177.5,VANKAWALA AGENCIES,2019,6,7,male
1490,G693,2019-06-07,M.TRUNK,M.TRUNK,U.S.POLO,I641,ASTD,M,1.0,239.0,11.95,227.05,177.5,VANKAWALA AGENCIES,2019,6,7,male
1491,G694,2019-06-08,L.NIGHTSUIT,L.NIGHTSUIT,R.K,9050,ASTD,L,1.0,890.0,44.5,845.5,624.75,RADHA KRISHNA SALES,2019,6,8,female
1492,G694,2019-06-08,L.NIGHTSUIT,L.NIGHTSUIT,R.K,9499,ASTD,L,1.0,710.0,35.5,674.5,450.0,RADHA KRISHNA SALES,2019,6,8,female
1493,G694,2019-06-08,L.BRIEF,L.BRIEF,SMARTY,SC-25,ASTD,L,1.0,375.0,18.75,356.25,251.25,PARUL HOSIERY,2019,6,8,female
1494,G695,2019-06-08,L.BRIEF,L.BRIEF,C9,1103,ASTD,L,1.0,499.0,24.95,474.05,349.65,SHREE AAIJI MARKETING,2019,6,8,female
1495,G695,2019-06-08,L.BRA,L.BRA,SAJANI,OPAL,ASTD,32,1.0,125.0,6.25,118.75,95.0,SANDIP HOSIERY INDUSTRIES,2019,6,8,female
1496,G696,2019-06-08,M.BRIEF,M.BRIEF,VANHEUSEN,0004,ASTD,L,1.0,199.0,9.95,189.05,149.25,RIVA FASHION,2019,6,8,male
1497,G696,2019-06-08,M.BRIEF,M.BRIEF,VANHEUSEN,0004,ASTD,L,1.0,199.0,9.95,189.05,149.25,RIVA FASHION,2019,6,8,male
1498,G696,2019-06-08,M.BRIEF,M.BRIEF,VANHEUSEN,0004,ASTD,L,1.0,199.0,9.95,189.05,149.25,RIVA FASHION,2019,6,8,male
1499,G697,2019-06-08,L.TSHIRT,L.TSHIRT,NEVA,VLC003,ASTD,XXL,-1.0,339.0,-33.9,-305.1,-226.44,H.P.TRADERS,2019,6,8,female
1500,G697,2019-06-08,L.TSHIRT,L.TSHIRT,NEVA,VLC03,ASTD,3XL,1.0,339.0,33.9,305.1,227.0,H.P.TRADERS,2019,6,8,female
1501,G698,2019-06-08,M.CAPRI,M.CAPRI,HUCK,CAPRI,ASTD,L,1.0,580.0,29.0,551.0,458.85,M.G.GARMENT,2019,6,8,male
1502,G698,2019-06-08,M.TSHIRT,M.TSHIRT,NEVA,VMC101,ASTD,M,1.0,314.0,31.4,282.6,209.66,MANAV CORPORATION,2019,6,8,male
1503,G698,2019-06-08,M.TSHIRT,M.TSHIRT,NEVA,VMC101,ASTD,M,1.0,315.0,31.5,283.5,199.68,MANAV CORPORATION,2019,6,8,male
1504,G698,2019-06-08,M.CAPRI,M.CAPRI,RUNBUDDY,700,ASTD,M,1.0,599.0,29.95,569.05,417.9,SHREE AAIJI MARKETING,2019,6,8,male
1505,G698,2019-06-08,SOCKS,SOCKS,SUPERSOX,SOCKS,ASTD,FREE,1.0,130.0,13.0,117.0,88.73,V3 ENTERPRISE,2019,6,8,other
1506,G698,2019-06-08,SOCKS,SOCKS,SUPERSOX,SOCKS,ASTD,FREE,1.0,130.0,13.0,117.0,88.73,V3 ENTERPRISE,2019,6,8,other
1507,G698,2019-06-08,SOCKS,SOCKS,SUPERSOX,SOCKS,ASTD,FREE,1.0,130.0,13.0,117.0,88.73,V3 ENTERPRISE,2019,6,8,other
1508,G699,2019-06-08,M.SHORT,M.SHORT,KILL WILL,SHORT,ASTD,M,1.0,280.0,14.0,266.0,194.25,SHREE M.G. GARMENT,2019,6,8,male
1509,G700,2019-06-08,M.BRIEF,M.BRIEF,ZOIRO,TRENTO,ASTD,M,1.0,215.0,10.75,204.25,149.47,V3 ENTERPRISE,2019,6,8,male
1510,G700,2019-06-08,M.BRIEF,M.BRIEF,ZOIRO,TRENTO,ASTD,M,1.0,215.0,10.75,204.25,149.47,V3 ENTERPRISE,2019,6,8,male
1511,G701,2019-06-08,M.BOXER,M.BOXER,MAPLE,BOXER,ASTD,-,1.0,200.0,10.0,190.0,141.75,WELCOME HOSIERY,2019,6,8,male
1512,G702,2019-06-08,M.BRIEF,M.BRIEF,AMUL MACHO,METRO OE,ASTD,90,1.0,85.0,4.25,80.75,71.4,GAYATRI HOSIERY TRADERS,2019,6,8,male
1513,G702,2019-06-08,M.BRIEF,M.BRIEF,AMUL MACHO,METRO OE,ASTD,90,1.0,85.0,4.25,80.75,71.4,GAYATRI HOSIERY TRADERS,2019,6,8,male
